filename,label
00000001_000.png,2
00000001_008.png,1
00000001_012.png,0
00000001_016.png,0
00000001_017.png,0
00000001_020.png,0
00000001_024.png,1
00000001_027.png,2
00000001_029.png,0
00000002_001.png,1
00000002_008.png,0
00000002_026.png,1
00000003_007.png,0
00000003_009.png,1
00000003_024.png,0
00000003_026.png,0
00000003_029.png,0
00000004_003.png,1
00000004_008.png,1
00000004_012.png,0
00000004_028.png,1
00000005_000.png,0
00000005_001.png,1
00000005_017.png,2
00000005_020.png,0
00000005_022.png,1
00000005_023.png,0
00000006_006.png,1
00000006_008.png,1
00000006_011.png,0
00000006_013.png,0
00000006_022.png,1
00000006_024.png,0
00000007_000.png,0
00000007_004.png,0
00000007_008.png,0
00000007_012.png,0
00000007_022.png,1
00000008_002.png,0
00000008_028.png,1
00000008_029.png,0
00000009_003.png,0
00000009_004.png,0
00000009_009.png,0
00000009_013.png,0
00000009_015.png,1
00000009_021.png,1
00000009_022.png,1
00000009_026.png,0
00000010_003.png,1
00000010_006.png,0
00000010_027.png,1
00000010_028.png,0
00000010_029.png,1
00000011_001.png,0
00000011_003.png,0
00000011_004.png,0
00000011_007.png,0
00000011_010.png,0
00000011_014.png,0
00000011_016.png,1
00000011_020.png,0
00000011_023.png,1
00000011_027.png,0
00000012_010.png,0
00000012_028.png,1
00000013_005.png,1
00000013_006.png,0
00000013_011.png,0
00000013_017.png,0
00000013_021.png,0
00000013_025.png,1
00000013_029.png,0
00000014_001.png,1
00000014_003.png,0
00000015_000.png,0
00000015_013.png,0
00000015_016.png,1
00000015_018.png,1
00000015_020.png,1
00000015_022.png,0
00000016_013.png,0
00000016_015.png,0
00000016_018.png,0
00000016_019.png,0
00000016_027.png,0
00000017_000.png,0
00000017_003.png,0
00000017_005.png,1
00000017_007.png,1
00000017_008.png,2
00000017_019.png,1
00000017_020.png,1
00000018_006.png,0
00000018_023.png,0
00000018_024.png,0
00000018_025.png,0
00000018_029.png,1
00000019_000.png,1
00000019_004.png,0
00000019_010.png,0
00000019_020.png,0
00000019_022.png,0
00000019_024.png,0
00000019_025.png,0
00000019_026.png,0
00000020_004.png,0
00000020_005.png,0
00000020_015.png,1
00000020_017.png,0
00000020_018.png,1
00000021_008.png,0
00000021_019.png,0
00000022_003.png,0
00000022_009.png,1
00000022_010.png,2
00000022_013.png,0
00000022_014.png,0
00000022_021.png,0
00000022_028.png,0
00000023_007.png,0
00000023_020.png,1
00000023_025.png,0
00000024_000.png,1
00000024_011.png,0
00000024_012.png,1
00000024_013.png,0
00000024_024.png,0
00000025_004.png,0
00000025_013.png,1
00000025_015.png,0
00000025_022.png,1
00000025_029.png,1
00000026_015.png,1
00000026_020.png,0
00000026_024.png,0
00000026_027.png,0
00000027_000.png,0
00000027_017.png,1
00000027_018.png,0
00000027_020.png,1
00000027_029.png,0
00000028_004.png,1
00000028_015.png,0
00000028_024.png,0
00000029_003.png,0
00000029_004.png,1
00000029_024.png,0
00000029_029.png,0
00000030_004.png,0
00000030_006.png,0
00000030_012.png,0
00000030_022.png,0
00000030_025.png,0
00000030_028.png,0
00000031_004.png,0
00000031_019.png,1
00000031_028.png,0
00000032_019.png,0
00000032_026.png,0
00000033_011.png,0
00000033_012.png,1
00000033_018.png,0
00000033_019.png,0
00000033_021.png,0
00000034_001.png,1
00000034_026.png,1
00000034_027.png,0
00000034_028.png,0
00000034_029.png,1
00000035_004.png,0
00000035_006.png,1
00000036_000.png,0
00000036_005.png,0
00000036_006.png,0
00000036_008.png,0
00000036_020.png,1
00000036_021.png,0
00000036_023.png,0
00000036_024.png,2
00000036_029.png,0
00000037_001.png,0
00000037_002.png,0
00000037_004.png,0
00000037_005.png,1
00000037_006.png,0
00000037_007.png,0
00000037_013.png,1
00000037_028.png,0
00000038_000.png,0
00000038_002.png,0
00000038_010.png,0
00000038_015.png,0
00000038_016.png,0
00000038_020.png,0
00000039_013.png,0
00000040_018.png,0
00000040_022.png,0
00000040_023.png,0
00000040_028.png,0
00000040_029.png,0
00000041_000.png,0
00000041_001.png,1
00000041_003.png,1
00000041_011.png,0
00000041_012.png,1
00000042_009.png,0
00000043_013.png,0
00000043_025.png,0
00000043_027.png,0
00000043_028.png,1
00000045_002.png,0
00000045_007.png,0
00000045_021.png,0
00000046_010.png,0
00000046_014.png,0
00000046_016.png,0
00000046_023.png,0
00000047_017.png,0
00000048_001.png,0
00000048_004.png,1
00000048_010.png,0
00000048_016.png,0
00000048_018.png,0
00000049_004.png,0
00000049_005.png,0
00000049_011.png,0
00000049_012.png,0
00000049_017.png,0
00000049_026.png,1
00000049_027.png,0
00000050_008.png,1
00000050_009.png,0
00000050_010.png,0
00000050_028.png,0
00000051_005.png,0
00000051_011.png,1
00000051_014.png,0
00000051_019.png,0
00000051_021.png,0
00000052_026.png,0
00000053_006.png,0
00000053_011.png,0
00000053_027.png,1
00000054_015.png,0
00000054_026.png,0
00000054_028.png,0
00000054_029.png,0
00000055_003.png,1
00000055_012.png,2
00000056_010.png,0
00000056_019.png,0
00000056_022.png,1
00000057_001.png,0
00000058_010.png,0
00000058_011.png,0
00000058_014.png,0
00000058_017.png,0
00000058_018.png,0
00000058_024.png,0
00000059_000.png,1
00000059_004.png,1
00000059_006.png,0
00000059_015.png,1
00000059_018.png,1
00000059_021.png,0
00000059_022.png,0
00000059_023.png,0
00000059_024.png,1
00000059_027.png,0
00000060_001.png,0
00000060_003.png,1
00000060_005.png,0
00000060_007.png,0
00000060_008.png,0
00000060_010.png,1
00000060_025.png,0
00000060_026.png,0
00000061_004.png,0
00000061_018.png,1
00000062_014.png,0
00000062_021.png,0
00000062_023.png,0
00000062_028.png,0
00000062_029.png,0
00000063_003.png,0
00000063_004.png,0
00000063_012.png,1
00000063_018.png,0
00000063_027.png,0
00000063_028.png,0
00000064_000.png,1
00000064_006.png,0
00000064_017.png,1
00000064_020.png,0
00000064_021.png,1
00000064_027.png,1
00000065_015.png,1
00000065_026.png,0
00000066_004.png,0
00000066_009.png,0
00000066_017.png,1
00000066_028.png,0
00000066_029.png,0
00000067_004.png,1
00000067_011.png,1
00000067_012.png,1
00000067_015.png,0
00000067_022.png,0
00000067_025.png,0
00000067_028.png,0
00000068_011.png,0
00000068_027.png,0
00000068_028.png,0
00000069_009.png,0
00000069_014.png,0
00000069_022.png,1
00000069_027.png,0
00000069_028.png,0
00000070_005.png,1
00000070_008.png,0
00000071_000.png,1
00000071_002.png,1
00000071_003.png,0
00000071_009.png,0
00000071_013.png,0
00000072_007.png,0
00000072_022.png,0
00000072_023.png,0
00000072_025.png,0
00000072_026.png,0
00000072_027.png,0
00000073_001.png,0
00000073_003.png,0
00000073_004.png,1
00000073_014.png,1
00000073_027.png,1
00000074_023.png,1
00000075_004.png,0
00000075_023.png,0
00000075_027.png,0
00000076_013.png,1
00000076_020.png,0
00000076_024.png,1
00000076_028.png,0
00000076_029.png,1
00000077_005.png,1
00000077_009.png,0
00000077_020.png,0
00000077_021.png,0
00000078_006.png,0
00000078_009.png,0
00000078_018.png,0
00000078_023.png,0
00000079_000.png,0
00000079_005.png,1
00000079_009.png,0
00000079_010.png,0
00000079_012.png,0
00000079_017.png,0
00000079_025.png,0
00000079_026.png,0
00000080_018.png,0
00000080_021.png,0
00000080_027.png,0
00000081_001.png,0
00000083_024.png,0
00000083_028.png,0
00000084_001.png,0
00000084_005.png,1
00000084_010.png,1
00000084_012.png,0
00000084_029.png,1
00000085_010.png,0
00000085_015.png,1
00000085_016.png,1
00000085_020.png,0
00000086_029.png,0
00000087_008.png,0
00000087_026.png,0
00000088_015.png,0
00000088_022.png,2
00000089_007.png,0
00000089_011.png,0
00000089_015.png,0
00000089_016.png,0
00000089_020.png,1
00000089_021.png,1
00000090_004.png,0
00000090_008.png,1
00000090_027.png,0
00000091_001.png,0
00000091_002.png,2
00000091_010.png,0
00000091_016.png,0
00000092_001.png,0
00000092_007.png,0
00000092_012.png,0
00000092_013.png,0
00000092_016.png,0
00000092_019.png,0
00000092_022.png,0
00000092_023.png,0
00000092_025.png,0
00000092_027.png,1
00000092_028.png,1
00000092_029.png,1
00000093_009.png,1
00000093_025.png,0
00000094_023.png,1
00000094_024.png,1
00000094_026.png,1
00000095_001.png,0
00000095_002.png,0
00000095_006.png,1
00000095_024.png,0
00000095_026.png,1
00000096_003.png,1
00000097_019.png,0
00000097_026.png,0
00000097_027.png,0
00000098_000.png,0
00000098_007.png,0
00000098_017.png,1
00000098_019.png,1
00000098_020.png,1
00000098_026.png,1
00000098_027.png,0
00000099_000.png,0
00000099_001.png,0
00000099_006.png,0
00000099_025.png,1
00000099_026.png,1
00000100_005.png,2
00000100_014.png,0
00000100_019.png,0
00000100_020.png,0
00000300_000.png,0
00000300_006.png,0
00000300_007.png,0
00000300_008.png,0
00000300_020.png,1
00000300_023.png,0
00000300_026.png,0
00000300_027.png,0
00000300_029.png,1
00000301_002.png,1
00000301_006.png,0
00000301_012.png,0
00000301_016.png,1
00000301_018.png,0
00000301_024.png,1
00000302_000.png,0
00000302_007.png,0
00000303_014.png,0
00000303_019.png,0
00000304_000.png,0
00000304_003.png,0
00000304_016.png,0
00000304_018.png,1
00000304_020.png,0
00000304_021.png,0
00000304_022.png,0
00000305_008.png,1
00000305_013.png,1
